no,category,subcategory,level,question,A,B,C,D,correct,explanation,terms
442,CNC,Tooling,Intermediate,Tool offset dùng để làm gì? (Bài luyện tập 46),Bù sai lệch hình học/chiều dài/bán kính dao,Đổi vật liệu,Đổi revision,Đo độ nhám,A,Tool offset bù vị trí hoặc geometry của tool.,tool offset = bù dao
443,Inspection,Measurement,Intermediate,CMM là viết tắt của gì? (Bài luyện tập 47),Coordinate Measuring Machine,Computer Milling Machine,Central Measurement Model,Control Material Method,A,CMM là máy đo tọa độ.,CMM = máy đo tọa độ
444,Inspection,Measurement,Intermediate,Gauge R&R đánh giá gì? (Bài luyện tập 48),Repeatability và reproducibility của hệ thống đo,Độ cứng,Độ nhám,Tool life,A,Gauge R&R đánh giá variation của hệ thống đo.,repeatability = độ lặp lại; reproducibility = độ tái lập
445,Drawing,Control,Intermediate,Revision history dùng để làm gì? (Bài luyện tập 49),Theo dõi thay đổi của tài liệu,Đo đường kính,Tạo toolpath,Đổi vật liệu,A,Revision history giúp truy xuất thay đổi theo phiên bản.,revision history = lịch sử sửa đổi
446,Drawing,Views,Intermediate,Section view dùng để làm gì? (Bài luyện tập 50),Hiển thị cấu trúc bên trong bằng mặt cắt,Đo màu,Tạo CNC,Đổi dung sai,A,Section view giúp nhìn các đặc điểm bên trong bị che khuất.,section view = hình cắt
447,Drawing,Views,Intermediate,Detail view dùng để làm gì? (Bài luyện tập 51),Phóng to vùng nhỏ để thể hiện chi tiết,Đổi revision,Đo vật liệu,Xóa datum,A,Detail view làm rõ một khu vực nhỏ của drawing.,detail view = hình chi tiết/phóng to
448,Surface,Roughness,Intermediate,Ra là tham số gì? (Bài luyện tập 52),Độ nhám bề mặt,Độ cứng,Đường kính,Position,A,Ra là tham số phổ biến mô tả surface roughness.,Ra = tham số độ nhám; surface roughness = độ nhám bề mặt
449,Surface,Treatment,Intermediate,Anodizing nhôm chủ yếu tạo gì? (Bài luyện tập 53),Lớp oxide trên bề mặt,Lớp thép,Lớp ren,Lớp nhựa,A,Anodizing tạo lớp oxide bảo vệ/bề mặt theo quy trình.,anodizing = anod hóa; oxide layer = lớp oxide
450,Surface,Treatment,Intermediate,Passivation thường áp dụng cho vật liệu nào? (Bài luyện tập 54),Thép không gỉ,Chỉ nhôm,Chỉ nhựa,Gỗ,A,Passivation thường dùng cho stainless steel để cải thiện khả năng chống ăn mòn.,passivation = thụ động hóa; corrosion = ăn mòn
451,Process,Machining,Intermediate,Deburring là gì? (Bài luyện tập 55),Loại bỏ ba via,Tăng độ nhám,Tạo ren,Đổi vật liệu,A,Deburring là công đoạn loại bỏ burr sau gia công.,deburring = tẩy ba via; burr = ba via
452,Process,Heat Treatment,Intermediate,Heat treatment là gì? (Bài luyện tập 56),Xử lý nhiệt để thay đổi tính chất vật liệu,Sơn,Đo kích thước,Tạo STEP,A,Heat treatment dùng chu trình nhiệt để thay đổi cơ tính/cấu trúc.,heat treatment = xử lý nhiệt
453,Process,Machining,Intermediate,Milling là gì? (Bài luyện tập 57),Gia công phay,Gia công tiện,Đo CMM,Xử lý nhiệt,A,Milling dùng dao phay quay để cắt vật liệu.,milling = phay
454,Process,Machining,Intermediate,Turning là gì? (Bài luyện tập 58),Gia công tiện,Gia công phay,Đo độ nhám,Anodizing,A,Turning thường quay phôi và dùng dao tiện.,turning = tiện
455,Process,Machining,Intermediate,Drilling là gì? (Bài luyện tập 59),Khoan lỗ,Phay mặt,Đo profile,Đánh bóng,A,Drilling là quá trình tạo lỗ bằng mũi khoan.,drilling = khoan
456,GD&T,Scenario,Advanced,"Hole Ø10.00–10.10, position Ø0.05(M), actual Ø10.08. Bonus tolerance? (Bài luyện tập 60)",0.00,0.08,0.05,0.13,B,Bonus = 10.08 − 10.00 = 0.08.,bonus tolerance = dung sai cộng thêm; actual = kích thước thực
457,GD&T,Scenario,Advanced,"Cùng hole trên, total position tolerance khả dụng? (Bài luyện tập 61)",0.05,0.08,0.13,0.03,C,Total = 0.05 + 0.08 = 0.13.,total tolerance = tổng dung sai
458,GD&T,Scenario,Advanced,"Hole Ø10.00–10.20, position Ø0.10(M), actual Ø10.15. Bonus? (Bài luyện tập 62)",0.05,0.10,0.15,0.20,C,Bonus = 10.15 − 10.00 = 0.15.,bonus tolerance = dung sai cộng thêm; MMC = điều kiện vật liệu lớn nhất
459,Tolerance,Scenario,Intermediate,"Hole min 10.02, shaft max 9.98. Minimum clearance? (Bài luyện tập 63)",0.02,0.04,0.06,0.00,B,10.02 − 9.98 = 0.04.,minimum clearance = khe hở nhỏ nhất
460,Tolerance,Scenario,Intermediate,"Hole max 10.08, shaft min 9.96. Maximum clearance? (Bài luyện tập 64)",0.08,0.12,0.14,0.04,B,10.08 − 9.96 = 0.12.,maximum clearance = khe hở lớn nhất
461,Tolerance,Scenario,Intermediate,Kích thước 25.00 +0.04/-0.02. Lower limit? (Bài luyện tập 65),24.98,25.02,25.00,0.06,A,25.00 − 0.02 = 24.98.,lower limit = giới hạn dưới
462,Tolerance,Scenario,Intermediate,Kích thước 25.00 +0.04/-0.02. Total tolerance? (Bài luyện tập 66),0.02,0.04,0.06,0.08,C,0.04 − (−0.02) = 0.06.,total tolerance = tổng dung sai
463,GD&T,Scenario,Advanced,Position Ø0.20(RFS): feature size thay đổi thì tolerance hình học thế nào? (Bài luyện tập 67),Tăng tự động,Giảm tự động,Không đổi,Về 0,C,RFS không tạo bonus tolerance theo size.,RFS = regardless of feature size
464,GD&T,Scenario,Intermediate,Flatness 0.10: toàn bộ surface nằm giữa hai mặt phẳng song song cách 0.10. Kết luận? (Bài luyện tập 68),Đạt yêu cầu flatness,Chắc chắn fail,Cần datum A,Chỉ đạt nếu Ra <0.10,A,Đây là vùng dung sai flatness.,flatness = độ phẳng; tolerance zone = vùng dung sai
465,MBD,Scenario,Advanced,Customer cung cấp 3D PDF + STEP. STEP và 3D PDF nên được quản lý thế nào? (Bài luyện tập 69),Theo authority/master và revision; derivative tách riêng,Gộp thành một file,Xóa STEP,Sửa trực tiếp master,A,"Cần duy trì nguồn gốc, revision và phân biệt master/derivative.",master = dữ liệu gốc; derivative = dữ liệu phái sinh
466,MBD,Scenario,Advanced,Customer MBD thiếu section cần cho inspection. Nên làm gì? (Bài luyện tập 70),Xác nhận yêu cầu hoặc tạo derivative view có kiểm soát,Tự sửa master,Tự đoán,Bỏ qua,A,Không tự suy diễn authority customer.,inspection = kiểm tra; derivative view = hình dẫn xuất
467,MBD,Scenario,Advanced,Derivative model đổi inch sang mm. Điều nào quan trọng nhất? (Bài luyện tập 71),Conversion + verification + traceability,Chỉ đổi tên file,Xóa master,Không cần review,A,Chuyển đổi phải được kiểm soát và xác minh.,conversion = chuyển đổi; verification = xác minh
468,Inspection,Scenario,Intermediate,CMM đo position nhưng datum A-B-C chưa được thiết lập đúng. Kết quả có đáng tin không? (Bài luyện tập 72),"Không, phải thiết lập datum reference đúng","Có, luôn đúng",Chỉ phụ thuộc CMM,Chỉ phụ thuộc operator,A,Datum reference frame là cơ sở của phép đánh giá GD&T.,CMM = máy đo tọa độ; datum reference = tham chiếu chuẩn
469,CNC,Scenario,Intermediate,Drawing yêu cầu Ø10 H7 nhưng process tạo lỗ bằng reamer. Việc cần kiểm soát là gì? (Bài luyện tập 73),Tool/process capability và kết quả kích thước,Chỉ màu dao,Chỉ tên máy,Không cần đo,A,Process phải có khả năng đáp ứng size tolerance và cần kiểm tra.,process capability = năng lực quá trình; reamer = dao doa
470,Drawing,Scenario,Intermediate,Drawing revision tăng từ Rev.02 lên Rev.03. Cần làm gì với bản Rev.02? (Bài luyện tập 74),"Kiểm soát status/OLD theo quy trình, không ghi đè",Xóa ngay,Dùng song song không kiểm soát,Đổi tên thành Rev.03,A,Revision cũ cần được kiểm soát để tránh dùng nhầm.,status = trạng thái; OLD = dữ liệu cũ
471,Surface,Scenario,Intermediate,Hai lot anodizing có màu khác nhau. Điều tra nên xem gì? (Bài luyện tập 75),"Material, surface condition và process parameters",Chỉ tên file CAD,Chỉ CMM,Chỉ revision,A,"Màu anodizing chịu ảnh hưởng bởi vật liệu, bề mặt và điều kiện xử lý.",lot = lô; process parameter = thông số quá trình
472,GD&T,Scenario,Advanced,"Datum A là mặt gá chính, B định hướng bên, C khóa vị trí cuối. Điều này thể hiện gì? (Bài luyện tập 76)",Datum được chọn theo chức năng định vị,Chọn ngẫu nhiên,Chỉ phục vụ vẽ đẹp,Chỉ phục vụ kiểm tra màu,A,Datum system nên phản ánh functional locating scheme.,functional locating = định vị theo chức năng
473,GD&T,Scenario,Advanced,Một surface có parallelism 0.05 | A. Datum nào là tham chiếu? (Bài luyện tập 77),A,B,C,Không có,A,FCF tham chiếu datum A.,parallelism = song song; datum = chuẩn
474,GD&T,Scenario,Advanced,Một surface có flatness 0.05. Datum A có bắt buộc không? (Bài luyện tập 78),Không,Có,Chỉ khi CMM,Chỉ khi nhôm,A,Flatness là form control và không cần datum.,form control = kiểm soát hình dạng
475,MBD,Scenario,Advanced,Nếu master customer bị sửa trực tiếp để thuận tiện gia công thì rủi ro chính là gì? (Bài luyện tập 79),Mất authority và traceability,Tăng tốc CNC,Giảm dung lượng,Tăng độ chính xác,A,Master data không nên bị thay đổi trái phép.,authority = nguồn có thẩm quyền; traceability = truy xuất
476,GD&T,Scenario,Intermediate,"Khi một FCF tham chiếu datum A, A đóng vai trò gì? (Bài luyện tập 80)",Chuẩn tham chiếu,Kích thước danh nghĩa,Vật liệu,Tên revision,A,Datum A là chuẩn tham chiếu cho phép đánh giá hình học.,FCF = feature control frame; datum = chuẩn tham chiếu
477,GD&T,Scenario,Intermediate,Một control thuộc nhóm form có cần datum reference không? (Bài luyện tập 81),Thông thường không,Luôn cần A,Luôn cần B,Luôn cần A-B-C,A,"Form controls như flatness, circularity và cylindricity không cần datum reference.",form control = kiểm soát hình dạng; datum reference = tham chiếu chuẩn
478,GD&T,Scenario,Intermediate,Position khác size tolerance ở điểm nào? (Bài luyện tập 82),Position kiểm soát quan hệ hình học/vị trí,Position chỉ kiểm soát đường kính,Size tolerance chỉ kiểm soát datum,Hai loại giống nhau,A,Size tolerance kiểm soát kích thước; position kiểm soát location/orientation theo yêu cầu.,size tolerance = dung sai kích thước; position = vị trí
479,GD&T,Scenario,Intermediate,"Nếu drawing ghi surface profile nhưng không có datum, điều cần xem là gì? (Bài luyện tập 83)",Yêu cầu profile và tiêu chuẩn áp dụng,Tự chọn datum,Bỏ qua profile,Đổi sang flatness,A,"Cần đọc đúng yêu cầu profile và tiêu chuẩn áp dụng, không tự thêm datum.",surface profile = biên dạng bề mặt; standard = tiêu chuẩn
480,GD&T,Scenario,Advanced,MMC modifier trên datum feature có thể liên quan đến hiện tượng nào? (Bài luyện tập 84),Datum shift,Đổi vật liệu,Đổi revision,Đổi màu,A,"Trong điều kiện áp dụng, M trên datum feature có thể cho phép datum shift.",datum shift = dịch chuyển chuẩn; modifier = ký hiệu bổ sung
481,Tolerance,Scenario,Intermediate,Kích thước 50.00 ±0.10 có total tolerance là? (Bài luyện tập 85),0.20,0.10,50.10,49.90,A,0.10 + 0.10 = 0.20.,total tolerance = tổng dung sai
482,Tolerance,Scenario,Intermediate,Hole 20.00–20.05 và shaft 19.95–19.98. Minimum clearance? (Bài luyện tập 86),0.02,0.05,0.07,0.00,A,20.00 − 19.98 = 0.02.,minimum clearance = khe hở nhỏ nhất
483,Tolerance,Scenario,Intermediate,Hole 20.00–20.05 và shaft 19.95–19.98. Maximum clearance? (Bài luyện tập 87),0.07,0.05,0.02,0.10,D,20.05 − 19.95 = 0.10.,maximum clearance = khe hở lớn nhất
484,MBD,Scenario,Advanced,"Khi derivative được tạo từ master, có nên ghi lại nguồn master không? (Bài luyện tập 88)",Có,Không,Chỉ khi khách hỏi,Chỉ với CNC,A,Traceability yêu cầu liên kết derivative với nguồn master.,traceability = truy xuất; derivative = phái sinh
485,MBD,Scenario,Intermediate,PMI viết tắt của cụm từ nào? (Bài luyện tập 89),Product Manufacturing Information,Part Measurement Index,Process Model Input,Production Material Index,A,PMI = Product Manufacturing Information.,PMI = thông tin sản xuất sản phẩm
486,CNC,Scenario,Intermediate,Tool life nghĩa là gì? (Bài luyện tập 90),Tuổi thọ dao,Tốc độ dao,Chiều dài phôi,Độ nhám,A,Tool life là thời gian/khả năng sử dụng hữu ích của dao trước khi thay hoặc phục hồi.,tool life = tuổi thọ dao
487,Inspection,Scenario,Intermediate,Calibration là gì? (Bài luyện tập 91),Hiệu chuẩn thiết bị đo theo chuẩn tham chiếu,Đo kích thước bằng mắt,Tạo bản vẽ,Đổi revision,A,Calibration xác lập/kiểm tra quan hệ giữa thiết bị đo và chuẩn.,calibration = hiệu chuẩn
488,Drawing,Scenario,Intermediate,Revision control giúp ngăn ngừa điều gì? (Bài luyện tập 92),Sử dụng nhầm phiên bản tài liệu,Sai màu chi tiết,Tăng tốc CNC,Đổi vật liệu,A,Revision control ngăn dùng nhầm dữ liệu cũ hoặc chưa được phê duyệt.,revision control = kiểm soát phiên bản
489,Surface,Scenario,Intermediate,Burr là gì? (Bài luyện tập 93),Ba via sau gia công,Vết nứt vật liệu,Độ nhám,Lớp oxide,A,Burr là phần vật liệu thừa nhỏ phát sinh sau cắt/gia công.,burr = ba via; machining = gia công
490,Process,Scenario,Intermediate,Process parameter là gì? (Bài luyện tập 94),Thông số của quá trình,Tên nhân viên,Tên file,Mã vật liệu duy nhất,A,Process parameters là các thông số điều khiển điều kiện quá trình.,process parameter = thông số quá trình
491,GD&T,Fundamentals,Intermediate,"Trong GD&T, feature nghĩa gần nhất là gì? (Bài luyện tập 95)",Đặc tính/đối tượng hình học,Vật liệu,Máy CNC,Người kiểm tra,A,Feature là đối tượng hình học được kiểm soát hoặc tham chiếu.,feature = đặc tính hình học; control = kiểm soát
492,GD&T,Fundamentals,Intermediate,Tolerance zone là gì? (Bài luyện tập 96),Vùng không gian mà feature phải nằm trong đó,Vùng vật liệu,Vùng gia công,Vùng an toàn,A,Tolerance zone là vùng giới hạn cho phép của yêu cầu hình học.,tolerance zone = vùng dung sai; feature = đặc tính
493,GD&T,Form,Intermediate,Flatness 0.08 tạo vùng dung sai như thế nào? (Bài luyện tập 97),Hai mặt phẳng song song cách nhau 0.08,Hai mặt phẳng vuông góc,Một hình cầu,Một trụ,A,Flatness tạo vùng gồm hai mặt phẳng song song.,flatness = độ phẳng; parallel = song song
494,GD&T,Form,Intermediate,Circularity kiểm soát điều gì? (Bài luyện tập 98),Biên dạng tròn của từng tiết diện,Vị trí tâm so với datum,Độ song song,Độ nhám,A,Circularity kiểm soát hình dạng từng tiết diện tròn.,circularity = độ tròn; section = tiết diện
495,GD&T,Form,Advanced,Cylindricity khác circularity ở điểm nào? (Bài luyện tập 99),Cylindricity kiểm soát toàn bộ bề mặt trụ,Cylindricity chỉ kiểm tra một tiết diện,Circularity luôn cần datum,Hai khái niệm giống nhau,A,Cylindricity kiểm soát toàn bộ bề mặt trụ.,cylindricity = độ trụ; surface = bề mặt
496,GD&T,Form,Intermediate,Straightness của line element kiểm soát gì? (Bài luyện tập 100),Độ thẳng của phần tử đường,Độ vuông góc với datum,Đường kính,Độ nhám,A,Straightness kiểm soát độ thẳng theo cách áp dụng.,straightness = độ thẳng; line element = phần tử đường
497,GD&T,Orientation,Intermediate,Perpendicularity của surface kiểm soát gì? (Bài luyện tập 101),Orientation của surface so với datum,Độ nhám,Đường kính,Màu,A,Perpendicularity kiểm soát quan hệ vuông góc với datum.,perpendicularity = độ vuông góc; datum = chuẩn
498,GD&T,Orientation,Intermediate,Parallelism của surface với datum A yêu cầu gì? (Bài luyện tập 102),Bề mặt nằm trong vùng song song với datum A,Đường kính phải đúng,Không cần datum,Độ cứng,A,Parallelism kiểm soát orientation so với datum.,parallelism = độ song song; orientation = định hướng
499,GD&T,Orientation,Intermediate,Angularity dùng để kiểm soát gì? (Bài luyện tập 103),Orientation theo một góc cơ bản xác định,Đường kính,Độ nhám,Khối lượng,A,Angularity kiểm soát orientation theo góc lý thuyết.,angularity = độ nghiêng; basic angle = góc cơ bản
500,GD&T,Location,Intermediate,Position của lỗ chủ yếu kiểm soát gì? (Bài luyện tập 104),Vị trí và hướng của axis/feature,Độ nhám,Độ cứng,Màu,A,Position là control chính cho location của feature of size.,position = vị trí; axis = trục
