no,category,subcategory,level,question,A,B,C,D,correct,explanation,terms
472,GD&T,Scenario,Advanced,"Datum A là mặt gá chính, B định hướng bên, C khóa vị trí cuối. Điều này thể hiện gì?",Datum được chọn theo chức năng định vị,Chọn ngẫu nhiên,Chỉ phục vụ vẽ đẹp,Chỉ phục vụ kiểm tra màu,A,Datum system nên phản ánh functional locating scheme.,datum = chuẩn
473,GD&T,Scenario,Advanced,Một surface có parallelism 0.05 | A. Datum nào là tham chiếu?,A,B,C,Không có,A,FCF tham chiếu datum A.,datum = chuẩn
474,GD&T,Scenario,Advanced,Một surface có flatness 0.05. Datum A có bắt buộc không?,Không,Có,Chỉ khi CMM,Chỉ khi nhôm,A,Flatness là form control và không cần datum.,datum = chuẩn
475,MBD,Scenario,Advanced,Nếu master customer bị sửa trực tiếp để thuận tiện gia công thì rủi ro chính là gì?,Mất authority và traceability,Tăng tốc CNC,Giảm dung lượng,Tăng độ chính xác,A,Master data không nên bị thay đổi trái phép.,MBD = định nghĩa dựa trên model; PMI = thông tin sản xuất sản phẩm; authority data = dữ liệu có thẩm quyền
476,GD&T,Scenario,Intermediate,"Khi một FCF tham chiếu datum A, A đóng vai trò gì?",Chuẩn tham chiếu,Kích thước danh nghĩa,Vật liệu,Tên revision,A,Datum A là chuẩn tham chiếu cho phép đánh giá hình học.,datum = chuẩn
477,GD&T,Scenario,Intermediate,Một control thuộc nhóm form có cần datum reference không?,Thông thường không,Kiểm soát vị trí tương đối của feature,Kiểm soát hướng của feature so với datum,Kiểm soát hình dạng của feature,A,"Form controls như flatness, circularity và cylindricity không cần datum reference.",datum = chuẩn
478,GD&T,Scenario,Intermediate,Position khác size tolerance ở điểm nào?,Position kiểm soát quan hệ hình học/vị trí,Position chỉ kiểm soát đường kính,Size tolerance chỉ kiểm soát datum,Hai loại giống nhau,A,Size tolerance kiểm soát kích thước; position kiểm soát location/orientation theo yêu cầu.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
479,GD&T,Scenario,Intermediate,"Nếu drawing ghi surface profile nhưng không có datum, điều cần xem là gì?",Yêu cầu profile và tiêu chuẩn áp dụng,Tự chọn datum,Bỏ qua profile,Đổi sang flatness,A,"Cần đọc đúng yêu cầu profile và tiêu chuẩn áp dụng, không tự thêm datum.",datum = chuẩn
480,GD&T,Scenario,Advanced,MMC modifier trên datum feature có thể liên quan đến hiện tượng nào?,Datum shift,Đổi vật liệu,Đổi revision,Đổi màu,A,"Trong điều kiện áp dụng, M trên datum feature có thể cho phép datum shift.",datum = chuẩn; feature = đặc tính hình học; MMC = điều kiện vật liệu lớn nhất
481,Tolerance,Scenario,Intermediate,Kích thước 50.00 ±0.10 có total tolerance là?,0.20,0.10,50.10,49.90,A,0.10 + 0.10 = 0.20.,tolerance = dung sai kích thước
482,Tolerance,Scenario,Intermediate,Hole 20.00–20.05 và shaft 19.95–19.98. Minimum clearance?,0.02,0.05,0.07,0.00,A,20.00 − 19.98 = 0.02.,tolerance = dung sai kích thước; nominal = kích thước danh nghĩa; limit = giới hạn kích thước
483,Tolerance,Scenario,Intermediate,Hole 20.00–20.05 và shaft 19.95–19.98. Maximum clearance?,0.07,0.05,0.02,0.10,D,20.05 − 19.95 = 0.10.,tolerance = dung sai kích thước; nominal = kích thước danh nghĩa; limit = giới hạn kích thước
484,MBD,Scenario,Advanced,"Khi derivative được tạo từ master, có nên ghi lại nguồn master không?",Có,Không,Chỉ khi khách hỏi,Chỉ với CNC,A,Traceability yêu cầu liên kết derivative với nguồn master.,traceability = khả năng truy xuất
485,MBD,Scenario,Intermediate,PMI viết tắt của cụm từ nào?,Product Manufacturing Information,Part Measurement Index,Process Model Input,Production Material Index,A,PMI = Product Manufacturing Information.,PMI = thông tin sản xuất sản phẩm
486,CNC,Scenario,Intermediate,Tool life nghĩa là gì?,Tuổi thọ dao,Tốc độ dao,Chiều dài phôi,Độ nhám,A,Tool life là thời gian/khả năng sử dụng hữu ích của dao trước khi thay hoặc phục hồi.,tool life = tuổi thọ dao
487,Inspection,Scenario,Intermediate,Calibration là gì?,Hiệu chuẩn thiết bị đo theo chuẩn tham chiếu,Đo kích thước bằng mắt,Tạo bản vẽ,Đổi revision,A,Calibration xác lập/kiểm tra quan hệ giữa thiết bị đo và chuẩn.,calibration = hiệu chuẩn
488,Drawing,Scenario,Intermediate,Revision control giúp ngăn ngừa điều gì?,Sử dụng nhầm phiên bản tài liệu,Sai màu chi tiết,Tăng tốc CNC,Đổi vật liệu,A,Revision control ngăn dùng nhầm dữ liệu cũ hoặc chưa được phê duyệt.,revision = phiên bản
489,Surface,Scenario,Intermediate,Burr là gì?,Ba via sau gia công,Vết nứt vật liệu,Độ nhám,Lớp oxide,A,Burr là phần vật liệu thừa nhỏ phát sinh sau cắt/gia công.,surface treatment = xử lý bề mặt; roughness = độ nhám; coating = lớp phủ
490,Process,Scenario,Intermediate,Process parameter là gì?,Thông số của quá trình,Tên nhân viên,Tên file,Mã vật liệu duy nhất,A,Process parameters là các thông số điều khiển điều kiện quá trình.,process = quá trình; process parameter = thông số quá trình; capability = năng lực quá trình
491,GD&T,Fundamentals,Intermediate,"Trong GD&T, feature nghĩa gần nhất là gì?",Đặc tính/đối tượng hình học,Vật liệu,Máy CNC,Người kiểm tra,A,Feature là đối tượng hình học được kiểm soát hoặc tham chiếu.,GD&T = dung sai hình học; feature = đặc tính hình học
492,GD&T,Fundamentals,Intermediate,Tolerance zone là gì?,Vùng không gian mà feature phải nằm trong đó,Vùng vật liệu,Vùng gia công,Vùng an toàn,A,Tolerance zone là vùng giới hạn cho phép của yêu cầu hình học.,tolerance = dung sai kích thước
493,GD&T,Form,Intermediate,Flatness 0.08 tạo vùng dung sai như thế nào?,Hai mặt phẳng song song cách nhau 0.08,Hai mặt phẳng vuông góc,Một hình cầu,Một trụ,A,Flatness tạo vùng gồm hai mặt phẳng song song.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
494,GD&T,Form,Intermediate,Circularity kiểm soát điều gì?,Biên dạng tròn của từng tiết diện,Vị trí tâm so với datum,Độ song song,Độ nhám,A,Circularity kiểm soát hình dạng từng tiết diện tròn.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
495,GD&T,Form,Advanced,Cylindricity khác circularity ở điểm nào?,Cylindricity kiểm soát toàn bộ bề mặt trụ,Cylindricity chỉ kiểm tra một tiết diện,Circularity luôn cần datum,Hai khái niệm giống nhau,A,Cylindricity kiểm soát toàn bộ bề mặt trụ.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
496,GD&T,Form,Intermediate,Straightness của line element kiểm soát gì?,Độ thẳng của phần tử đường,Độ vuông góc với datum,Đường kính,Độ nhám,A,Straightness kiểm soát độ thẳng theo cách áp dụng.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
497,GD&T,Orientation,Intermediate,Perpendicularity của surface kiểm soát gì?,Orientation của surface so với datum,Độ nhám,Đường kính,Màu,A,Perpendicularity kiểm soát quan hệ vuông góc với datum.,datum = chuẩn
498,GD&T,Orientation,Intermediate,Parallelism của surface với datum A yêu cầu gì?,Bề mặt nằm trong vùng song song với datum A,Đường kính phải đúng,Không cần datum,Độ cứng,A,Parallelism kiểm soát orientation so với datum.,datum = chuẩn
499,GD&T,Orientation,Intermediate,Angularity dùng để kiểm soát gì?,Orientation theo một góc cơ bản xác định,Đường kính,Độ nhám,Khối lượng,A,Angularity kiểm soát orientation theo góc lý thuyết.,GD&T = dung sai hình học; datum = chuẩn; tolerance zone = vùng dung sai
500,GD&T,Location,Intermediate,Position của lỗ chủ yếu kiểm soát gì?,Vị trí và hướng của axis/feature,Độ nhám,Độ cứng,Màu,A,Position là control chính cho location của feature of size.,feature = đặc tính hình học
501,Gas system,Gasbox / Gas System,Cơ bản,"Trong một Gasbox, van shut-off có chức năng chính nào?",Cô lập dòng khí để bảo trì hoặc xử lý sự cố,Đo độ nhám bề mặt,Thay đổi vật liệu ống,Hiệu chỉnh dung sai bản vẽ,A,Van shut-off dùng để đóng/cô lập dòng khí khi bảo trì hoặc trong tình huống cần cách ly hệ thống.,pressure = áp suất; flow rate = lưu lượng; regulator = bộ điều áp
502,Gas system,Gasbox / Gas System,Cơ bản,Regulator trong hệ thống khí dùng để làm gì?,Giảm và duy trì áp suất đầu ra trong phạm vi cài đặt,Đo trực tiếp độ nhám,Tạo chân không trong mọi trường hợp,Thay đổi kích thước fitting,A,Regulator dùng để giảm áp và duy trì áp suất downstream theo giá trị cài đặt.,regulator = bộ điều áp
503,Gas system,Gasbox / Gas System,Cơ bản,Pressure gauge trong Gasbox dùng để theo dõi đại lượng nào?,Áp suất của dòng khí tại vị trí đo,Lưu lượng khối lượng của mọi nhánh,Độ cứng vật liệu,Độ vuông góc của fitting,A,Pressure gauge hiển thị áp suất tại vị trí lắp đồng hồ.,pressure = áp suất
504,Gas system,Gasbox / Gas System,Cơ bản,Flow meter/flow controller dùng để theo dõi hoặc điều khiển đại lượng nào?,Lưu lượng khí,Độ nhám bề mặt,Độ cứng ống,Góc lắp đặt,A,Flow meter đo lưu lượng; flow controller có thể điều khiển lưu lượng theo setpoint tùy loại thiết bị.,pressure = áp suất; flow rate = lưu lượng; regulator = bộ điều áp
505,Gas system,Gasbox / Gas System,Cơ bản,"Nếu yêu cầu lưu lượng tối thiểu là 25 L/min, kết quả đo 28 L/min được đánh giá thế nào nếu các điều kiện đo phù hợp?",Đạt yêu cầu lưu lượng,Không đạt vì phải đúng 25 L/min,Chưa thể kết luận vì 28 lớn hơn 25,Pressure regulator,A,"Với yêu cầu ≥25 L/min, 28 L/min nằm trên giới hạn tối thiểu và đạt điều kiện lưu lượng.",gas system = hệ thống khí; pressure = áp suất; flow rate = lưu lượng
506,Gas system,Gasbox / Gas System,Cơ bản,"Khi đường kính trong của đoạn ống giảm, trong cùng điều kiện chênh áp và hệ thống, ảnh hưởng nào thường xảy ra?",Tổn thất áp suất có xu hướng tăng,Tổn thất áp suất luôn bằng 0,Lưu lượng luôn tăng vô hạn,Áp suất hai đầu luôn bằng nhau,A,Tiết diện nhỏ làm tăng vận tốc và thường làm tăng tổn thất áp suất của hệ thống.,gas system = hệ thống khí; pressure = áp suất; flow rate = lưu lượng
507,Gas system,Gasbox / Gas System,Cơ bản,Fitting trong hệ thống khí có nhiệm vụ chính nào?,Kết nối các đoạn ống hoặc thiết bị với nhau,Đo độ phẳng của mặt chuẩn,Thay đổi revision bản vẽ,Kiểm tra độ cứng vật liệu,A,Fitting tạo kết nối cơ khí giữa ống và các thiết bị hoặc giữa các đoạn ống.,fitting = đầu nối
508,Gas system,Gasbox / Gas System,Cơ bản,Leak test nhằm mục đích chính nào?,Phát hiện và đánh giá rò rỉ của hệ thống,Kiểm tra màu bề mặt,Xác định độ cứng của inox,Kiểm tra vị trí lỗ bằng CMM,A,Leak test được dùng để xác nhận mức độ kín và phát hiện vị trí/đường rò theo phương pháp áp dụng.,leak test = kiểm tra rò rỉ
509,Gas system,Gasbox / Gas System,Cơ bản,"Nếu mối nối Gasbox bị rò rỉ, hậu quả trực tiếp có thể là gì?","Mất khí, giảm áp suất hoặc không đạt lưu lượng yêu cầu",Tăng độ chính xác của hệ thống,Tự động giảm độ nhám chi tiết,Tự động sửa revision,A,Rò rỉ làm thất thoát khí và có thể khiến áp suất/lưu lượng tại điểm sử dụng không đạt yêu cầu.,pressure = áp suất; flow rate = lưu lượng; regulator = bộ điều áp
510,Gas system,Gasbox / Gas System,Cơ bản,"Khi lựa chọn vật liệu tubing cho khí công nghệ, yếu tố nào cần được xem xét?","Tính tương thích vật liệu với loại khí, áp suất, nhiệt độ và yêu cầu sạch",Pressure regulator,Chỉ chiều dài ống,Chỉ tên nhà cung cấp,A,"Vật liệu tubing phải phù hợp môi trường khí và điều kiện vận hành, đồng thời đáp ứng yêu cầu sạch nếu có.",pressure = áp suất; flow rate = lưu lượng; regulator = bộ điều áp
511,Gas system,Gasbox / Gas System,Cơ bản,Dead volume trong đường khí có thể gây ảnh hưởng gì?,Làm tăng thể tích khí bị giữ và có thể làm chậm đáp ứng hoặc purge,Pressure regulator,Flow rate,Pressure drop,A,Thể tích chết lớn có thể làm tăng thời gian purge và ảnh hưởng đáp ứng của hệ thống khí.,purge = xả/đẩy khí
512,Gas system,Gasbox / Gas System,Cơ bản,Purge gas trong hệ thống khí thường dùng để làm gì?,Đẩy khí hoặc tạp chất còn lại ra khỏi đường ống trước/sau một trạng thái vận hành,Tăng độ nhám bề mặt,Tạo dung sai hình học,Đo đường kính ống,A,Purge thay thế hoặc đẩy khí tồn dư ra khỏi hệ thống theo quy trình.,purge = xả/đẩy khí
513,Gas system,Gasbox / Gas System,Cơ bản,Check valve có chức năng chính nào?,Cho phép dòng khí theo một chiều và hạn chế dòng ngược,Điều khiển mọi lưu lượng theo PID,Đo áp suất tuyệt đối,Tạo chân không tự động,A,"Check valve là van một chiều, dùng để ngăn hoặc hạn chế dòng chảy ngược.",pressure = áp suất; flow rate = lưu lượng; regulator = bộ điều áp
514,Gas system,Gasbox / Gas System,Cơ bản,Relief valve được dùng chủ yếu để làm gì?,Bảo vệ hệ thống khi áp suất vượt giới hạn cài đặt,Đo lưu lượng chính xác,Giữ áp suất luôn bằng 0,Thay thế flow meter,A,Relief valve mở theo điều kiện thiết kế để bảo vệ thiết bị khỏi quá áp.,pressure = áp suất; flow rate = lưu lượng; regulator = bộ điều áp
515,Gas system,Gasbox / Gas System,Cơ bản,"Khi áp suất upstream ổn định nhưng flow rate downstream dao động lớn, yếu tố nào nên kiểm tra trước?","Regulator/flow controller, van, rò rỉ và điều kiện đường ống",Màu sơn của Gasbox,Dung sai góc của chi tiết cơ khí,Tên file CAD,A,"Dao động lưu lượng có thể liên quan đến bộ điều áp/điều khiển, van, rò rỉ hoặc thay đổi trở lực đường ống.",flow rate = lưu lượng
516,Gas system,Gasbox / Gas System,Cơ bản,Tại sao cần kiểm soát hướng lắp của một số valve trong Gasbox?,Vì hướng dòng thiết kế có thể ảnh hưởng chức năng và tổn thất áp suất,Vì valve luôn thay đổi vật liệu,Vì hướng lắp quyết định độ nhám,Vì valve chỉ hoạt động khi hướng bất kỳ,A,Một số van có hướng dòng quy định; lắp ngược có thể làm sai chức năng hoặc tăng tổn thất áp suất.,pressure = áp suất; flow rate = lưu lượng; regulator = bộ điều áp
517,Gas system,Gasbox / Gas System,Cơ bản,"Nếu fitting có kích thước ren không phù hợp với port của thiết bị, rủi ro chính là gì?",Không lắp được hoặc có nguy cơ rò rỉ khi cố lắp,Lưu lượng luôn tăng,Áp suất tự động ổn định,Độ sạch tự động được cải thiện,A,Sai chuẩn/kích thước ren có thể gây không tương thích cơ khí và rò rỉ.,fitting = đầu nối
518,Gas system,Gasbox / Gas System,Cơ bản,"Trong kiểm tra Gasbox, việc ghi lại pressure và flow ở cùng điều kiện vận hành giúp ích gì?",Tạo dữ liệu có thể so sánh và truy xuất khi đánh giá hệ thống,Làm tăng áp suất hệ thống,Thay thế hoàn toàn leak test,Loại bỏ yêu cầu calibration,A,Ghi điều kiện đo giúp so sánh giữa các lần kiểm tra và hỗ trợ truy xuất nguyên nhân khi có bất thường.,pressure = áp suất
519,Gas system,Gasbox / Gas System,Cơ bản,Calibration của pressure gauge/flow instrument nhằm mục đích gì?,Xác nhận và điều chỉnh độ chính xác theo chuẩn tham chiếu,Tăng lưu lượng của hệ thống,Giảm đường kính ống,Thay đổi vật liệu fitting,A,"Calibration xác nhận quan hệ giữa giá trị chỉ thị và chuẩn tham chiếu, và có thể bao gồm điều chỉnh nếu quy trình cho phép.",pressure = áp suất
520,Gas system,Gasbox / Gas System,Cơ bản,"Nếu flow measurement được thực hiện ở áp suất khác với điều kiện spec, tại sao cần chú ý?","Lưu lượng có thể phụ thuộc điều kiện áp suất, nhiệt độ và phương pháp đo",Vì vật liệu sẽ tự đổi,Vì đường ống đổi revision,Vì CMM không hoạt động,A,"Điều kiện đo có thể ảnh hưởng giá trị lưu lượng, nên cần so sánh đúng với điều kiện quy định của spec.",inspection = kiểm tra; calibration = hiệu chuẩn; CMM = máy đo tọa độ
521,Gas system,Gasbox / Gas System,Cơ bản,Một đoạn ống quá dài và nhiều elbow có thể ảnh hưởng thế nào đến hệ thống khí?,Tăng trở lực và có thể làm tăng tổn thất áp suất,Pressure regulator,Flow rate,Không ảnh hưởng trong mọi điều kiện,A,"Chiều dài và phụ kiện làm tăng trở lực dòng, có thể làm tăng pressure drop.",pressure = áp suất
522,Gas system,Gasbox / Gas System,Cơ bản,"Khi cần bảo trì một nhánh Gasbox, biện pháp an toàn cơ bản nào phù hợp?","Cô lập nguồn khí, xả áp theo quy trình và xác nhận trạng thái an toàn trước khi tháo",Chỉ đóng một fitting bất kỳ,Tăng áp suất để kiểm tra,Tháo ngay khi hệ thống đang có áp,A,"Trước bảo trì cần cô lập và xả áp theo quy trình an toàn, sau đó xác nhận hệ thống ở trạng thái phù hợp.",pressure = áp suất; flow rate = lưu lượng; regulator = bộ điều áp
523,Gas system,Gasbox / Gas System,Cơ bản,"Gas system có nhiều nhánh dùng chung nguồn. Nếu một nhánh có lưu lượng quá thấp, điều gì nên kiểm tra?","Van, regulator, tắc nghẽn, rò rỉ và điều kiện áp suất của nhánh",Pressure regulator,Flow rate,Pressure drop,A,"Lưu lượng thấp có thể do hạn chế dòng, tắc nghẽn, van, rò rỉ hoặc áp suất không đủ.",gas system = hệ thống khí
524,Gas system,Gasbox / Gas System,Cơ bản,"Khi thay đổi tubing hoặc fitting sang loại có ID nhỏ hơn, điều gì cần đánh giá lại?",Pressure drop và khả năng đạt flow requirement,Pressure regulator,Flow rate,Chỉ số revision của CMM,A,ID nhỏ hơn thường làm tăng trở lực; cần đánh giá lại pressure drop và khả năng đáp ứng lưu lượng.,pressure = áp suất; fitting = đầu nối
525,Gas system,Gasbox / Gas System,Cơ bản,"Nếu hệ thống yêu cầu ≥25 L/min nhưng đo được 22 L/min ở đúng điều kiện test, kết luận phù hợp là gì?",Không đạt yêu cầu lưu lượng,Đạt vì 22 gần 25,Đạt nếu màu tubing đúng,Không cần điều tra,A,22 L/min thấp hơn giới hạn tối thiểu 25 L/min nên không đạt yêu cầu.,gas system = hệ thống khí; pressure = áp suất; flow rate = lưu lượng
526,Gas system,Gasbox / Gas System,Cơ bản,Một pressure regulator đặt ở 0.2 MPa nghĩa là gì nếu đó là set pressure đầu ra?,Mục tiêu áp suất đầu ra được cài đặt là 0.2 MPa,Lưu lượng được cài đặt là 0.2 L/min,Đường kính ống là 0.2 mm,Áp suất đầu vào luôn bằng 0.2 MPa,A,"Nếu 0.2 MPa là set pressure đầu ra, regulator được cài đặt để duy trì áp suất downstream quanh giá trị đó trong điều kiện thiết kế.",pressure = áp suất; regulator = bộ điều áp
527,Gas system,Gasbox / Gas System,Cơ bản,Tại sao cần đặt pressure gauge ở vị trí phù hợp với điểm cần kiểm soát?,Vì áp suất có thể thay đổi theo vị trí và tổn thất trên đường ống,Vì mọi vị trí đều cho cùng một giá trị,Vì gauge quyết định vật liệu,Vì gauge thay thế valve,A,"Áp suất có thể giảm dọc theo đường ống, nên vị trí đo phải phù hợp với yêu cầu kiểm soát.",pressure = áp suất
528,Gas system,Gasbox / Gas System,Cơ bản,"Khi phát hiện lưu lượng thấp hơn spec, bước điều tra đầu tiên nên ưu tiên điều gì?",Xác nhận điều kiện đo và trạng thái thiết bị trước khi thay đổi hệ thống,Thay ngay toàn bộ tubing,Tự tăng áp suất vượt spec,Bỏ qua kết quả đo,A,"Cần xác nhận instrument, calibration, áp suất, van và điều kiện test trước khi kết luận nguyên nhân.",calibration = hiệu chuẩn
529,Gas system,Gasbox / Gas System,Cơ bản,"Trong hồ sơ kiểm tra Gasbox, thông tin nào giúp truy xuất kết quả tốt nhất?","Thiết bị đo, ngày đo, điều kiện test, pressure/flow và người thực hiện",Chỉ ảnh tổng thể,Chỉ tên sản phẩm,Pressure regulator,A,Thông tin đo và điều kiện đo đầy đủ giúp truy xuất và tái lập việc kiểm tra.,pressure = áp suất; flow rate = lưu lượng; regulator = bộ điều áp
530,Gas system,Gasbox / Gas System,Cơ bản,"Nếu flow meter được lắp sau một regulator, giá trị đo phản ánh điều gì?",Lưu lượng tại vị trí đo downstream của regulator trong điều kiện vận hành đó,Áp suất tại upstream bằng mọi thời điểm,Độ nhám của tubing,Lưu lượng của mọi nhánh trong hệ thống,A,Flow meter đo lưu lượng tại chính vị trí của nó; không thể mặc định đó là lưu lượng của mọi nhánh.,regulator = bộ điều áp
