no,category,subcategory,level,question,A,B,C,D,correct,explanation,terms
393,Inspection,Scenario,Intermediate,Calibration là gì?,Hiệu chuẩn thiết bị đo theo chuẩn tham chiếu,Đo kích thước bằng mắt,Tạo bản vẽ,Đổi revision,A,Calibration xác lập/kiểm tra quan hệ giữa thiết bị đo và chuẩn.,measurement = đo lường; calibration = hiệu chuẩn; uncertainty = độ không đảm bảo đo
394,Drawing,Scenario,Intermediate,Revision control giúp ngăn ngừa điều gì?,Sử dụng nhầm phiên bản tài liệu,Sai màu chi tiết,Tăng tốc CNC,Đổi vật liệu,A,Revision control ngăn dùng nhầm dữ liệu cũ hoặc chưa được phê duyệt.,section view = hình cắt; detail view = hình trích; scale = tỷ lệ
395,Surface,Scenario,Intermediate,Burr là gì?,Ba via sau gia công,Vết nứt vật liệu,Độ nhám,Lớp oxide,A,Burr là phần vật liệu thừa nhỏ phát sinh sau cắt/gia công.,surface treatment = xử lý bề mặt; coating = lớp phủ; roughness = độ nhám
396,Process,Scenario,Intermediate,Process parameter là gì?,Thông số của quá trình,Tên nhân viên,Tên file,Mã vật liệu duy nhất,A,Process parameters là các thông số điều khiển điều kiện quá trình.,cutting speed = tốc độ cắt; feed rate = lượng chạy dao; workholding = gá đặt
397,GD&T,Fundamentals,Intermediate,"Trong tình huống kỹ thuật này, Trong GD&T, feature nghĩa gần nhất là gì?",Đặc tính/đối tượng hình học,Vật liệu,Máy CNC,Người kiểm tra,A,Feature là đối tượng hình học được kiểm soát hoặc tham chiếu.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
398,GD&T,Fundamentals,Intermediate,"Trong tình huống kỹ thuật này, Trong tình huống kỹ thuật này, Tolerance zone là gì? (trường hợp thực hành)",Vùng không gian mà feature phải nằm trong đó,Vùng vật liệu,Vùng gia công,Vùng an toàn,A,Tolerance zone là vùng giới hạn cho phép của yêu cầu hình học.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
399,GD&T,Form,Intermediate,"Trong tình huống kỹ thuật này, Flatness 0.08 tạo vùng dung sai như thế nào?",Hai mặt phẳng song song cách nhau 0.08,Hai mặt phẳng vuông góc,Một hình cầu,Một trụ,A,Flatness tạo vùng gồm hai mặt phẳng song song.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
400,GD&T,Form,Intermediate,"Trong tình huống kỹ thuật này, Circularity kiểm soát điều gì?",Biên dạng tròn của từng tiết diện,Vị trí tâm so với datum,Độ song song,Độ nhám,A,Circularity kiểm soát hình dạng từng tiết diện tròn.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
401,GD&T,Form,Advanced,"Trong tình huống kỹ thuật này, Trong tình huống kỹ thuật này, Cylindricity khác circularity ở điểm nào? (trường hợp thực hành)",Cylindricity kiểm soát toàn bộ bề mặt trụ,Cylindricity chỉ kiểm tra một tiết diện,Circularity luôn cần datum,Hai khái niệm giống nhau,A,Cylindricity kiểm soát toàn bộ bề mặt trụ.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
402,GD&T,Form,Intermediate,"Trong tình huống kỹ thuật này, Straightness của line element kiểm soát gì?",Độ thẳng của phần tử đường,Độ vuông góc với datum,Đường kính,Độ nhám,A,Straightness kiểm soát độ thẳng theo cách áp dụng.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
403,GD&T,Orientation,Intermediate,"Trong tình huống kỹ thuật này, Perpendicularity của surface kiểm soát gì?",Orientation của surface so với datum,Độ nhám,Đường kính,Màu,A,Perpendicularity kiểm soát quan hệ vuông góc với datum.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
404,GD&T,Orientation,Intermediate,"Trong tình huống kỹ thuật này, Parallelism của surface với datum A yêu cầu gì?",Bề mặt nằm trong vùng song song với datum A,Đường kính phải đúng,Không cần datum,Độ cứng,A,Parallelism kiểm soát orientation so với datum.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
405,GD&T,Orientation,Intermediate,"Trong tình huống kỹ thuật này, Angularity dùng để kiểm soát gì?",Orientation theo một góc cơ bản xác định,Đường kính,Độ nhám,Khối lượng,A,Angularity kiểm soát orientation theo góc lý thuyết.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
406,GD&T,Location,Intermediate,"Trong tình huống kỹ thuật này, Position của lỗ chủ yếu kiểm soát gì?",Vị trí và hướng của axis/feature,Độ nhám,Độ cứng,Màu,A,Position là control chính cho location của feature of size.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
407,GD&T,Location,Advanced,"Trong tình huống kỹ thuật này, Position Ø0.20(M) của hole: hole lớn hơn MMC thì điều gì có thể xảy ra?",Có bonus tolerance,Dung sai giảm,Datum mất,Kích thước danh nghĩa đổi,A,Hole rời MMC có thể nhận bonus tolerance.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
408,GD&T,Location,Advanced,"Trong tình huống kỹ thuật này, Trong tình huống kỹ thuật này, RFS nghĩa là gì? (trường hợp thực hành)",Regardless of Feature Size,Reference Feature Standard,Radial Form System,Required Feature Size,A,RFS không tạo bonus tolerance do thay đổi kích thước feature.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
409,GD&T,Limits,Advanced,"Trong tình huống kỹ thuật này, MMC của shaft Ø9.90–10.00 là?",10.00,9.90,9.95,0,A,Shaft lớn nhất chứa nhiều vật liệu nhất.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
410,GD&T,Limits,Advanced,"Trong tình huống kỹ thuật này, LMC của hole Ø10.00–10.10 là?",10.10,10.00,10.05,0,A,Hole lớn nhất chứa ít vật liệu nhất.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
411,GD&T,Datums,Intermediate,"Trong tình huống kỹ thuật này, Trong tình huống kỹ thuật này, Datum feature là gì? (trường hợp thực hành)",Feature thực tế được chọn làm cơ sở thiết lập datum,Kích thước bất kỳ,Vật liệu,Tên máy đo,A,Datum feature là feature thực tế dùng để thiết lập datum.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
412,GD&T,Datums,Advanced,"Trong tình huống kỹ thuật này, Vì sao datum A-B-C quan trọng?",Thiết lập hệ tham chiếu và bậc tự do nhất quán,Đổi vật liệu,Đổi màu,Tăng tốc CNC,A,Datum reference frame xác lập cơ sở đánh giá hình học.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
413,GD&T,Profile,Intermediate,"Trong tình huống kỹ thuật này, Trong tình huống kỹ thuật này, Profile of a surface kiểm soát gì? (trường hợp thực hành)",Biên dạng của toàn bộ bề mặt,Chỉ độ phẳng,Chỉ đường kính,Chỉ vị trí tâm,A,Profile kiểm soát biên dạng theo vùng dung sai.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
414,GD&T,Runout,Intermediate,"Trong tình huống kỹ thuật này, Circular runout kiểm tra gì?",Biến thiên chỉ thị tại từng tiết diện khi quay,Độ phẳng toàn mặt,Độ cứng,Màu,A,Circular runout đánh giá biến thiên tại circular element khi quay.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
415,GD&T,Runout,Advanced,"Trong tình huống kỹ thuật này, Total runout khác circular runout thế nào?",Kiểm soát toàn bộ bề mặt trong suốt phép quay,Chỉ một tiết diện,Chỉ kích thước,Kiểm soát vị trí tương đối của feature,A,Total runout kiểm soát toàn bộ surface khi quay.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
416,GD&T,Drawing,Intermediate,"Trong tình huống kỹ thuật này, Feature Control Frame dùng để làm gì?",Thể hiện yêu cầu GD&T,Thể hiện vật liệu,Đặt tên file,Tạo toolpath,A,"FCF chứa symbol, tolerance, modifier và datum reference.",datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
417,GD&T,Drawing,Advanced,"Trong tình huống kỹ thuật này, Basic dimension thường được thể hiện bằng gì?",Khung chữ nhật,Hình tròn,Tam giác,Gạch chéo,A,Basic dimension thường được đặt trong rectangular frame.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
418,GD&T,Inspection,Advanced,"Trong tình huống kỹ thuật này, Functional gage dùng để làm gì?",Mô phỏng điều kiện lắp/hoạt động để đánh giá pass/fail,Kiểm soát vị trí tương đối của feature,Đo độ cứng,Kiểm soát hướng của feature so với datum,A,Functional gage đánh giá chức năng theo điều kiện thiết kế.,datum = chuẩn; feature control frame = khung dung sai; tolerance zone = vùng dung sai
419,Tolerance,Fundamentals,Intermediate,"Trong tình huống kỹ thuật này, 20.00 ±0.05 có upper limit là?",20.05,19.95,20.00,0.05,A,Upper limit = 20.00 + 0.05.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
420,Tolerance,Fundamentals,Intermediate,"Trong tình huống kỹ thuật này, 20.00 ±0.05 có lower limit là?",19.95,20.05,20.00,0.10,A,Lower limit = 20.00 − 0.05.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
421,Tolerance,Fundamentals,Intermediate,"Trong tình huống kỹ thuật này, 20.00 +0.03/-0.01 có total tolerance là?",0.04,0.02,0.03,0.01,A,0.03 − (−0.01) = 0.04.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
422,Tolerance,Fits,Intermediate,"Trong tình huống kỹ thuật này, Clearance fit là gì?",Luôn có khe hở,Kích thước danh nghĩa,Có thể cả hai,Không có tolerance,A,Clearance fit tạo clearance dương theo giới hạn thiết kế.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
423,Tolerance,Fits,Intermediate,"Trong tình huống kỹ thuật này, Interference fit là gì?",Luôn có độ dôi,Kích thước danh nghĩa,Không có tolerance,Chỉ cho ren,A,Interference fit tạo độ dôi giữa mating features.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
424,Tolerance,Fits,Intermediate,"Trong tình huống kỹ thuật này, Transition fit có thể cho kết quả nào?",Clearance hoặc interference tùy kích thước thực,Chỉ clearance,Chỉ interference,Không có giới hạn,A,Transition fit nằm giữa hai loại fit trên.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
425,Tolerance,Fits,Intermediate,"Trong tình huống kỹ thuật này, Minimum clearance được tính thế nào?",Hole min − shaft max,Hole max − shaft min,Shaft max − hole min,Nominal − nominal,A,Đây là trường hợp xấu nhất để khe hở nhỏ nhất.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
426,Tolerance,Fits,Intermediate,"Trong tình huống kỹ thuật này, Maximum clearance được tính thế nào?",Hole max − shaft min,Hole min − shaft max,Shaft max − hole max,Nominal − nominal,A,Hole lớn nhất kết hợp shaft nhỏ nhất cho clearance lớn nhất.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
427,Tolerance,Limits,Intermediate,"Trong tình huống kỹ thuật này, MMC của hole thường là giới hạn nào?",Đường kính nhỏ nhất,Đường kính lớn nhất,Trung bình,Nominal,A,Hole nhỏ nhất chứa nhiều vật liệu nhất.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
428,Tolerance,Limits,Intermediate,"Trong tình huống kỹ thuật này, LMC của shaft thường là giới hạn nào?",Đường kính nhỏ nhất,Đường kính lớn nhất,Trung bình,Nominal,A,Shaft nhỏ nhất chứa ít vật liệu nhất.,nominal size = kích thước danh nghĩa; limit = giới hạn; fit = lắp ghép
429,MBD,Fundamentals,Intermediate,"Trong tình huống kỹ thuật này, Trong tình huống kỹ thuật này, MBD là viết tắt của gì? (trường hợp thực hành)",Model-Based Definition,Mechanical Basic Drawing,Material Based Data,Model Backup Document,A,MBD là phương pháp dùng model 3D làm nguồn định nghĩa sản phẩm cùng PMI.,3D model = mô hình 3D; PMI = thông tin sản xuất sản phẩm; revision = phiên bản
430,MBD,PMI,Intermediate,"Trong tình huống kỹ thuật này, PMI là gì?",Product Manufacturing Information,Part Model Index,Production Material Input,Process Measurement Item,A,"PMI chứa dimensions, tolerances, GD&T, notes và thông tin sản xuất phù hợp.",3D model = mô hình 3D; PMI = thông tin sản xuất sản phẩm; revision = phiên bản
431,MBD,STEP,Intermediate,"Trong tình huống kỹ thuật này, STEP trong CAD chủ yếu dùng để làm gì?",Trao đổi dữ liệu CAD,Chụp màn hình,Đo CMM,Lập bảng Excel,A,STEP là chuẩn trao đổi dữ liệu CAD.,3D model = mô hình 3D; PMI = thông tin sản xuất sản phẩm; revision = phiên bản
432,MBD,Master Data,Advanced,"Trong tình huống kỹ thuật này, Customer master data nên được quản lý thế nào?","Bảo vệ, kiểm soát truy cập và truy xuất revision",Tự do sửa,Ghi đè,Xóa sau khi tạo derivative,A,Master data là nguồn gốc cần được bảo vệ.,3D model = mô hình 3D; PMI = thông tin sản xuất sản phẩm; revision = phiên bản
433,MBD,Derivative,Advanced,"Trong tình huống kỹ thuật này, Trong tình huống kỹ thuật này, Derivative data là gì? (trường hợp thực hành)",Dữ liệu nội bộ tạo/chuyển đổi từ master data,Dữ liệu không liên quan,Bản nháp không kiểm soát,File đã xóa,A,Derivative data là dữ liệu phái sinh được tạo có kiểm soát.,3D model = mô hình 3D; PMI = thông tin sản xuất sản phẩm; revision = phiên bản
